institution,label,city,institution_state,inst_level,statefips
20238051,Saint Mary's University of Minnesota - Minnetonka Middle School West,Excelsior,MN,I,27
20238052,Saint Mary's University of Minnesota - Prior Lake High School,Savage,MN,I,27
20238053,Saint Mary's University of Minnesota - Big Lake High School,Big Lake,MN,I,27
20238054,Saint Mary's University of Minnesota - St. Louis Park High School,St. Louis Park,MN,I,27
20238055,Saint Mary's University of Minnesota -Valley Crossing Community School,Woodbury,MN,I,27
20238056,Saint Mary's University of Minnesota - Meditation Center,St. Paul,MN,I,27
20238057,Saint Mary's University of Minnesota - Columbia Heights Community Cntr,Columbia Heights,MN,I,27
20238058,Saint Mary's University of Minnesota - Hennepin Technical College,Brooklyn Park,MN,I,27
20238059,Saint Mary's University of Minnesota - Milaca Elementary School,Milaca,MN,I,27
20238060,Saint Mary's University of Minnesota - Pinewood Elementary School,Monticello,MN,I,27
20238061,Saint Mary's University of Minnesota - Roseville Area Middle School,Little Canada,MN,I,27
20238062,Saint Mary's University of Minnesota - St. Rose of Lima Elementary,Roseville,MN,I,27
20238063,Saint Mary's University of Minnesota - Ties Training Center,St. Paul,MN,I,27
20238064,Saint Mary's University of Minnesota - Woodbury Senior High School,Woodbury,MN,I,27
20238065,Saint Mary's University of Minnesota - Minneapolis Federation Teachers,Minneapolis,MN,I,27
20238066,Saint Mary's University of Minnesota - Prairie Elementary,Worthington,MN,I,27
20238067,Saint Mary's University of Minnesota - Jackson Middle School,Champlin,MN,I,27
20238068,Saint Mary's University of Minnesota - Central Middle School,Columbia Heights,MN,I,27
20238069,Saint Mary's University of Minnesota - Hudson Middle School,Hudson,WI,I,55
20238070,Saint Mary's University of Minnesota - Fairmont Middle School,Fairmont,MN,I,27
20238071,Saint Mary's University of Minnesota - Pioneer Ridge Freshman Center,Chaska,MN,I,27
20238072,Saint Mary's University of Minnesota - Brookside Education Center,Albert Lea,MN,I,27
20238073,Saint Mary's University of Minnesota - Oxbow Creek Elementary,Champlin,MN,I,27
20238074,Saint Mary's University of Minnesota - Jordan Elementary School,Jordan,MN,I,27
20238075,Saint Mary's University of Minnesota - Sartell Middle School,Sartell,MN,I,27
20238076,Saint Mary's University of Minnesota - St. Francis High School,St. Francis,MN,I,27
20238077,Saint Mary's University of Minnesota - Clover Ridge Elementary,Chaska,MN,I,27
20238078,Saint Mary's University of Minnesota - Columbia Heights High School,Columbia Heights,MN,I,27
20238079,Saint Mary's University of Minnesota - Heritage Middle School,West St. Paul,MN,I,27
20238080,Saint Mary's University of Minnesota - Princeton Middle School,Princeton,MN,I,27
20238081,Saint Mary's University of Minnesota - Wayzata Central Middle School,Plymouth,MN,I,27
20238082,Saint Mary's University of Minnesota - Worthington Middle School,Worthington,MN,I,27
20238083,Saint Mary's University of Minnesota - Unity School,Balsam Lake,WI,I,55
20238084,Saint Mary's University of Minnesota - Memorial High School,Eau Claire,WI,I,55
20238085,Saint Mary's University of Minnesota - Rogers High School,Rogers,MN,I,27
20238086,Saint Mary's University of Minnesota - Buffalo Middle School,Buffalo,MN,I,27
20238087,Saint Mary's University of Minnesota - Dassel Elementary School,Dassel,MN,I,27
20238088,Saint Mary's University of Minnesota - Eveleth/Gilbert Junior High,Gilbert,MN,I,27
20238089,Saint Mary's University of Minnesota - Jordan High School,Jordan,MN,I,27
20238090,Saint Mary's University of Minnesota - Sauk Rapids-Rice Middle School,Sauk Rapids,MN,I,27
20238091,Saint Mary's University of Minnesota - South Central College,North Mankato,MN,I,27
20238092,Saint Mary's University of Minnesota - Elk River High School,Elk River,MN,I,27
20238093,Saint Mary's University of Minnesota - Otsego Elementary,Otsego,MN,I,27
20238094,Saint Mary's University of Minnesota - Otter Lake Elementary,White Bear Lake,MN,I,27
20238095,Saint Mary's University of Minnesota - Park High School,Cottage Grove,MN,I,27
20238096,Saint Mary's University of Minnesota - Southern Minnesota Educational,Fairmont,MN,I,27
20238097,Saint Mary's University of Minnesota - Grey Cloud Elementary,Cottage Grove,MN,I,27
20238098,Saint Mary's University of Minnesota - Kaposia Education Center,South Saint Paul,MN,I,27
20238099,Saint Mary's University of Minnesota - New Ulm High School,New Ulm,MN,I,27
20252500,William Woods University - Washington,Washington,MO,I,29
20252501,William Woods University - Lousiana,Lousiana,MO,I,29
20252502,William Woods University - Polo,Polo,MO,I,29
20252503,William Woods University - Neelyville,Neelyville,MO,I,29
20252504,William Woods University - Pineville,Pineville,MO,I,29
20252505,William Woods University - Sullivan,Sullivan,MO,I,29
20252506,William Woods University - Grain Valley,Grain Valley,MO,I,29
20252507,William Woods University - Milan,Milan,MO,I,29
20252508,William Woods University - Paragould,Paragould,AR,I,05
20252509,William Woods University - Memphis,Memphis,MO,I,29
20252510,William Woods University - Salisbury,Salisbury,MO,I,29
20252511,William Woods University - Lake Ozark,Lake Ozark,MO,I,29
20252512,William Woods University - Eagleville,Eagleville,MO,I,29
20252513,William Woods University - Seneca,Seneca,MO,I,29
20252514,William Woods University - Drexel,Drexel,MO,I,29
20252515,William Woods University - Mansfield,Mansfield,MO,I,29
20252516,William Woods University - Earth City,Earth City,MO,I,29
20252517,William Woods University - Holden,Holden,MO,I,29
20252518,William Woods University - Mountain Home,Mountain Home,AR,I,05
20252519,William Woods University - Koshkonong,Koshkonong,MO,I,29
20252520,William Woods University - Hermann,Hermann,MO,I,29
20252521,William Woods University - Macon,Macon,MO,I,29
20252522,William Woods University - Paragould,Paragould,AR,I,05
20252523,William Woods University - Lexington,Lexington,MO,I,29
20252524,William Woods University - Cabool,Cabool,MO,I,29
20252525,William Woods University - Caledonia,Caledonia,MO,I,29
20252526,William Woods University - Lockwood,Lockwood,MO,I,29
20252527,William Woods University - Adrian,Adrian,MO,I,29
20252528,William Woods University - Cosby,Cosby,MO,I,29
20252529,William Woods University - Brookfield,Brookfield,MO,I,29
20252530,William Woods University - Harrisonville,Harrisonville,MO,I,29
20252531,William Woods University - Jackson,Jackson,MO,I,29
20252532,William Woods University - Hannibal,Hannibal,MO,I,29
20252533,William Woods University - St. Joseph,St. Joseph,MO,I,29
20252534,William Woods University - Kennett,Kennett,MO,I,29
20252535,William Woods University - Kirksville,Kirksville,MO,I,29
20252536,William Woods University - Higginsville,Higginsville,MO,I,29
20252537,William Woods University - Lesterville,Lesterville,MO,I,29
20252538,William Woods University - Joplin,Joplin,MO,I,29
20252539,William Woods University - Moberly,Moberly,MO,I,29
20252540,William Woods University - Monett,Monett,MO,I,29
20252541,William Woods University - Sedalia,Sedalia,MO,I,29
20252542,William Woods University - Dexter,Dexter,MO,I,29
20252543,William Woods University - Poplar Bluff,Poplar Bluff,MO,I,29
20252544,William Woods University - Windsor C-1 Intermediate Center,Imperial,MO,I,29
20252545,William Woods University - Moscow Mills,Moscow Mills,MO,I,29
20252546,William Woods University - Philadelphia,Philadelphia,MO,I,29
20252547,William Woods University - Eldon Career Center,Eldon,MO,I,29
20252548,William Woods University - Eldorado Springs Middle School,Eldorado Springs,MO,I,29
20252549,William Woods University - Eureka High School,Eureka,MO,I,29
20252550,William Woods University - Festus Intermediate School,Festus,MO,I,29
20252551,William Woods University - Liberty Community Center,Liberty,MO,I,29
20252552,William Woods University - Milan Elementary School,Milan,MO,I,29
20252553,William Woods University - Perryville Elementary School,Perryville,MO,I,29
20252554,William Woods University - Rich Hill High School,Rich Hill,MO,I,29
20252555,William Woods University - Sikeston St Franics Xavier School,Sikeston,MO,I,29
20252556,William Woods University - Springfield Executive Conference Center,Springfield,MO,I,29
20252557,William Woods University - Troy Buchanan High School,Troy,MO,I,29
20252558,William Woods University - Central Elementary School,Union,MO,I,29
20252559,William Woods University - Webster Groves High School,Webster Groves,MO,I,29
20252560,William Woods University - South Central Career Center,West Plains,MO,I,29
20252561,William Woods University - Reeds Spring High School,Reeds Spring,MO,I,29
20252562,William Woods University - Cameron High School,Cameron,MO,I,29
20252564,William Woods University - Lexington Middle School,Lexington,MO,I,29
20252565,William Woods University - Liberty North High School,Liberty,MO,I,29
20252566,William Woods University - Marshall Bueker Middle School,Marshall,MO,I,29
20252567,William Woods University - Montgomery County Middle School,Montgomery City,MO,I,29
20252568,William Woods University - Jewish Community Center Arts & Education,St Louis,MO,I,29
20252569,William Woods University - Belton High School,Belton,MO,I,29
20252571,William Woods University - Mexico Middle School,Mexico,MO,I,29
20252572,William Woods University - Kearney High School,Kearney,MO,I,29
20252573,William Woods University - Lee's Summit North High School,Lee's Summit,MO,I,29
20252574,William Woods University - Mountain Grove Middle School,Mountain Grove,MO,I,29
20252575,William Woods University - Smithville High School,Smithville,MO,I,29
20252576,William Woods University - Warrenton High School,Warrenton,MO,I,29
20252577,William Woods University - East Prairie High School,East Prairie,MO,I,29
20252578,William Woods University - Penney High School,Hamilton,MO,I,29
20252579,William Woods University - Kennett Career & Technical Center,Kennett,MO,I,29
20252580,William Woods University - Lesterville High School,Lesterville,MO,I,29
20252581,William Woods University - Lone Jack High School,Lone Jack,MO,I,29
20252582,William Woods University - Nevada Regional Technical Center,Nevada,MO,I,29
20252583,William Woods University - Stoney Creek Hotel & Conference Center,St Joseph,MO,I,29
20252584,William Woods University - Winona High School,Winona,MO,I,29
20252585,William Woods University - Excelsior Springs Middle School,Excelsior Springs,MO,I,29
20252586,William Woods University - Kingston High School,Cadet,MO,I,29
20252587,William Woods University - Quality Inn & Suites,Jefferson City,MO,I,29
20252588,William Woods University - Thomas Jefferson Middle School,Jefferson City,MO,I,29
20252589,William Woods University - Appleton City R-II High School,Appleton City,MO,I,29
20252590,William Woods University - Bowling Green R-I High School,Bowling Green,MO,I,29
20252591,William Woods University - Camdenton R-III Administration Building,Camdenton,MO,I,29
20252592,William Woods University - Miller R-II High School,Miller,MO,I,29
20252593,William Woods University - Arcadia Valley High School,Ironton,MO,I,29
20252594,William Woods University - Fox Hill Elementary,Kansas City,MO,I,29
20252595,William Woods University - Lutheran High School of St Charles County,St Peters,MO,I,29
20252596,William Woods University - Mountain View Elementary School,Mountain View,MO,I,29
20252597,William Woods University - Gallatin Middle School,Gallatin,MO,I,29
20252598,William Woods University - Park Hills School District Office,Kansas City,MO,I,29
20252599,William Woods University - Scotland County High School,Memphis,MO,I,29
20383700,Cardinal Stritch University - AmericInn Hotel and Suites,Mounds View,MN,I,27
20383701,Cardinal Stritch University - Greendale Middle School,Greendale,WI,I,55
20383702,Cardinal Stritch University - Community Memorial Hospital,Menomonee Falls,WI,I,55
20383703,Cardinal Stritch University - Oak Creek Community Center,Oak Creek,WI,I,55
20383704,Cardinal Stritch University - Summit Elementary School,Oconomowoc,WI,I,55
20383705,Cardinal Stritch University - Racine Area Manufacturers and Commerce,Racine,WI,I,55
20383706,Cardinal Stritch University - Prairie View Middle School,Sun Prairie,WI,I,55
20383707,Cardinal Stritch University - Patrick Marsh Middle School,Sun Prairie,WI,I,55
20383708,Cardinal Stritch University - Parkway Community Building,West Allis,WI,I,55
20383709,Cardinal Stritch University - West Bend Mutual Insurance Company,West Bend,WI,I,55
20383710,Cardinal Stritch University - NSP Training Center,Monticello,MN,I,27
20383711,Cardinal Stritch University - Baymont Inn and Suites,Madison,WI,I,55
20383712,Cardinal Stritch University - St. Rita School,Racine,WI,I,55
20383713,Cardinal Stritch University - The Village of Blaine,Blaine,MN,I,27
20383714,Cardinal Stritch University - Prairie Lakes Corporate Center,Eden Prairie,MN,I,27
20383715,Cardinal Stritch University - City Center (Pabst Brewery Building #14),Milwaukee,WI,I,55
20383716,Cardinal Stritch University - Asa Clark Middle School,Pewaukee,WI,I,55
20383717,Cardinal Stritch University - Hampton Inn and Suites,West Bend,WI,I,55
20383718,Cardinal Stritch University - Glacier Hills Credit Union,West Bend,WI,I,55
20383719,Cardinal Stritch University - Valley Creek Commons,Woodbury,MN,I,27
20383720,Cardinal Stritch University - Franklin Middle School,Janesville,WI,I,55
20383721,Cardinal Stritch University - Best Western East Towne Suites,Madison,WI,I,55
20383722,Cardinal Stritch University - Park Centre I,Madison,WI,I,55
20383723,Cardinal Stritch University - Howards Grove Middle School,Howards Grove,WI,I,55
20383724,Cardinal Stritch University - Wilmot Union High School,Wilmot,WI,I,55
20383725,Cardinal Stritch University - Westosha Central High School,Salem,WI,I,55
20383726,Cardinal Stritch University - Country Inn Suites,Coon Rapids,MN,I,27
20383727,Cardinal Stritch University - St. Ann's Ctr for Intergenerational Care,Milwaukee,WI,I,55
20383728,Cardinal Stritch University - Kettle Moraine High School,Wales,WI,I,55
20383729,Cardinal Stritch University - Howard Johnson Plaza Hotel,Madison,WI,I,55
20383730,Cardinal Stritch University - New Berlin Middle/High School,New Berlin,WI,I,55
20383731,Cardinal Stritch University - Robert Morris University,Chicago,IL,I,17
20383732,Cardinal Stritch University - Marshall Elementary School,Marshall,WI,I,55
20383733,Cardinal Stritch University - Learning Center,West Allis,WI,I,55
20383734,Cardinal Stritch University - Catholic Financial Life,Milwaukee,WI,I,55
20383735,Cardinal Stritch University - Menasha High School,Menasha,WI,I,55
20383736,Cardinal Stritch University - Starbuck Middle School,Racine,WI,I,55
20383737,Cardinal Stritch University - Springbrook Executive Plaza,Coon Rapids,MN,I,27
20383738,Cardinal Stritch University - Wisconsin School Leadership Center-WASDA,Madison,WI,I,55
20383739,Cardinal Stritch University - St. Coletta of Wisconsin,Jefferson,WI,I,55
20383740,Cardinal Stritch University - Aurora Medical Center,Grafton,WI,I,55
20383741,Cardinal Stritch University - Riverland Comm. College-Albert Lea Campu,Albert Lea,MN,I,27
20383742,Cardinal Stritch University - Riverland Comm. College - Austin Campus,Austin,MN,I,27
20383743,Cardinal Stritch University - Riverland Comm. College - Owatonna Campu,Owatonna,MN,I,27
20383744,Cardinal Stritch University - High Crossing Center,Madison,WI,I,55
20383745,Cardinal Stritch University - Aurora Medical Center in Washington Cnty,Hartford,WI,I,55
20383746,Cardinal Stritch University - Xcel Energy Monticello Training Center,Monticello,MN,I,27
